Id;ID_Articulo;ID_Usuario;ID_Establecimiento;FechaPesaje;HoraPesaje;Lote;NrodePieza;NrodeCaja;NrodePallet;FechaElaboracion;FechaVencimiento;Peso;Peso_Real;CodBarraArt_Int;CodBarraCaja_Int;CodBarraPallet_Int;upsize_ts
98;1;1;1;2021-12-11 00:00:00.000;1900-01-01 11:59:41.000;PRUEBA;256;63;27;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,3;2021111220256PRUEBA4,30;20211112206327;202111122027;0x000000000000370A
99;1;1;1;2021-12-11 00:00:00.000;1900-01-01 11:59:50.000;PRUEBA;257;63;27;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,28;2021111220257PRUEBA4,28;20211112206327;202111122027;0x000000000000370B
100;1;1;1;2021-12-11 00:00:00.000;1900-01-01 11:59:57.000;PRUEBA;258;63;27;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,38;2021111220258PRUEBA4,38;20211112206327;202111122027;0x000000000000370C
101;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:00.000;PRUEBA;259;63;27;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,19;2021111220259PRUEBA4,19;20211112206327;202111122027;0x000000000000370D
102;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:04.000;PRUEBA;260;64;28;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,09;2021111220260PRUEBA4,09;20211112206428;202111122028;0x000000000000370E
103;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:28.000;PRUEBA;261;64;28;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,18;2021111220261PRUEBA4,18;20211112206428;202111122028;0x000000000000370F
104;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:31.000;PRUEBA;262;64;28;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,94;2021111220262PRUEBA3,94;20211112206428;202111122028;0x0000000000003710
105;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:35.000;PRUEBA;263;64;28;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,52;2021111220263PRUEBA3,52;20211112206428;202111122028;0x0000000000003711
106;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:38.000;PRUEBA;264;65;28;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,8;2021111220264PRUEBA3,80;20211112206528;202111122028;0x0000000000003712
107;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:42.000;PRUEBA;265;65;28;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,16;2021111220265PRUEBA4,16;20211112206528;202111122028;0x0000000000003713
108;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:45.000;PRUEBA;266;65;28;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,68;2021111220266PRUEBA3,68;20211112206528;202111122028;0x0000000000003714
109;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:48.000;PRUEBA;267;65;28;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,77;2021111220267PRUEBA3,77;20211112206528;202111122028;0x0000000000003715
110;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:51.000;PRUEBA;268;66;29;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,27;2021111220268PRUEBA4,27;20211112206629;202111122029;0x0000000000003716
111;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:00:55.000;PRUEBA;269;66;29;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,66;2021111220269PRUEBA3,66;20211112206629;202111122029;0x0000000000003717
112;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:05:38.000;PRUEBA1;270;67;30;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,88;2021111220270PRUEBA13,88;20211112206730;202111122030;0x0000000000003718
113;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:05:46.000;PRUEBA1;271;67;30;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,34;2021111220271PRUEBA14,34;20211112206730;202111122030;0x0000000000003719
114;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:05:50.000;PRUEBA1;272;67;30;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,16;2021111220272PRUEBA14,16;20211112206730;202111122030;0x000000000000371A
115;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:05:53.000;PRUEBA1;273;67;30;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,78;2021111220273PRUEBA13,78;20211112206730;202111122030;0x000000000000371B
116;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:05:55.000;PRUEBA1;274;68;30;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,67;2021111220274PRUEBA13,67;20211112206830;202111122030;0x000000000000371C
117;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:05:58.000;PRUEBA1;275;68;30;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,95;2021111220275PRUEBA13,95;20211112206830;202111122030;0x000000000000371D
118;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:00.000;PRUEBA1;276;68;30;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,88;2021111220276PRUEBA13,88;20211112206830;202111122030;0x000000000000371E
119;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:04.000;PRUEBA1;277;68;30;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,51;2021111220277PRUEBA13,51;20211112206830;202111122030;0x000000000000371F
120;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:06.000;PRUEBA1;278;69;31;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,41;2021111220278PRUEBA14,41;20211112206931;202111122031;0x0000000000003720
121;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:09.000;PRUEBA1;279;69;31;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4;2021111220279PRUEBA14,00;20211112206931;202111122031;0x0000000000003721
122;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:12.000;PRUEBA1;280;69;31;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,28;2021111220280PRUEBA14,28;20211112206931;202111122031;0x0000000000003722
123;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:15.000;PRUEBA1;281;69;31;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,18;2021111220281PRUEBA14,18;20211112206931;202111122031;0x0000000000003723
124;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:19.000;PRUEBA1;282;70;31;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,21;2021111220282PRUEBA14,21;20211112207031;202111122031;0x0000000000003724
125;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:22.000;PRUEBA1;283;70;31;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,15;2021111220283PRUEBA14,15;20211112207031;202111122031;0x0000000000003725
126;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:25.000;PRUEBA1;284;70;31;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,66;2021111220284PRUEBA13,66;20211112207031;202111122031;0x0000000000003726
127;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:28.000;PRUEBA1;285;70;31;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,08;2021111220285PRUEBA14,08;20211112207031;202111122031;0x0000000000003727
128;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:30.000;PRUEBA1;286;71;32;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,1;2021111220286PRUEBA14,10;20211112207132;202111122032;0x0000000000003728
129;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:34.000;PRUEBA1;287;71;32;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,98;2021111220287PRUEBA13,98;20211112207132;202111122032;0x0000000000003729
130;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:37.000;PRUEBA1;288;71;32;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,74;2021111220288PRUEBA13,74;20211112207132;202111122032;0x000000000000372A
131;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:40.000;PRUEBA1;289;71;32;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,8;2021111220289PRUEBA13,80;20211112207132;202111122032;0x000000000000372B
132;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:06:42.000;PRUEBA1;290;72;32;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,75;2021111220290PRUEBA13,75;20211112207232;202111122032;0x000000000000372C
133;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:21.000;PRUEBA1;291;72;32;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,64;2021111220291PRUEBA13,64;20211112207232;202111122032;0x000000000000372D
134;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:23.000;PRUEBA1;292;72;32;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,18;2021111220292PRUEBA14,18;20211112207232;202111122032;0x000000000000372E
135;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:26.000;PRUEBA1;293;72;32;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,12;2021111220293PRUEBA14,12;20211112207232;202111122032;0x000000000000372F
136;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:29.000;PRUEBA1;294;73;33;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,7;2021111220294PRUEBA13,70;20211112207333;202111122033;0x0000000000003730
137;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:32.000;PRUEBA1;295;73;33;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,61;2021111220295PRUEBA13,61;20211112207333;202111122033;0x0000000000003731
138;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:34.000;PRUEBA1;296;73;33;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,72;2021111220296PRUEBA13,72;20211112207333;202111122033;0x0000000000003732
139;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:38.000;PRUEBA1;297;73;33;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,73;2021111220297PRUEBA13,73;20211112207333;202111122033;0x0000000000003733
140;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:41.000;PRUEBA1;298;74;33;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,09;2021111220298PRUEBA14,09;20211112207433;202111122033;0x0000000000003734
141;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:45.000;PRUEBA1;299;74;33;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,11;2021111220299PRUEBA14,11;20211112207433;202111122033;0x0000000000003735
142;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:48.000;PRUEBA1;300;74;33;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,03;2021111220300PRUEBA14,03;20211112207433;202111122033;0x0000000000003736
143;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:51.000;PRUEBA1;301;74;33;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,96;2021111220301PRUEBA13,96;20211112207433;202111122033;0x0000000000003737
144;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:54.000;PRUEBA1;302;75;34;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,93;2021111220302PRUEBA13,93;20211112207534;202111122034;0x0000000000003738
145;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:10:58.000;PRUEBA1;303;75;34;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,01;2021111220303PRUEBA14,01;20211112207534;202111122034;0x0000000000003739
146;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:11:02.000;PRUEBA1;304;75;34;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,88;2021111220304PRUEBA13,88;20211112207534;202111122034;0x000000000000373A
147;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:12:19.000;PRUEBA1;305;75;34;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,83;2021111220305PRUEBA13,83;20211112207534;202111122034;0x000000000000373B
148;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:15:41.000;PRUEBA2;306;75;34;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,79;2021111220306PRUEBA23,79;20211112207534;202111122034;0x000000000000373C
149;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:15:44.000;PRUEBA2;307;75;34;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,97;2021111220307PRUEBA23,97;20211112207534;202111122034;0x000000000000373D
150;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:15:48.000;PRUEBA2;308;75;34;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,34;2021111220308PRUEBA24,34;20211112207534;202111122034;0x000000000000373E
151;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:15:51.000;PRUEBA2;309;75;34;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,6;2021111220309PRUEBA23,60;20211112207534;202111122034;0x000000000000373F
152;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:16:28.000;PRUEBA2;310;76;35;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,74;2021111220310PRUEBA23,74;20211112207635;202111122035;0x0000000000003740
153;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:16:31.000;PRUEBA2;311;76;35;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,81;2021111220311PRUEBA23,81;20211112207635;202111122035;0x0000000000003741
154;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:16:34.000;PRUEBA2;312;76;35;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,05;2021111220312PRUEBA24,05;20211112207635;202111122035;0x0000000000003742
155;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:16:36.000;PRUEBA2;313;76;35;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,89;2021111220313PRUEBA23,89;20211112207635;202111122035;0x0000000000003743
156;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:17:53.000;PRUEBA3;314;77;36;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,21;2021111220314PRUEBA34,21;20211112207736;202111122036;0x0000000000003744
157;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:17:56.000;PRUEBA3;315;77;36;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,96;2021111220315PRUEBA33,96;20211112207736;202111122036;0x0000000000003745
158;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:17:59.000;PRUEBA3;316;77;36;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,15;2021111220316PRUEBA34,15;20211112207736;202111122036;0x0000000000003746
159;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:18:02.000;PRUEBA3;317;77;36;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,7;2021111220317PRUEBA33,70;20211112207736;202111122036;0x0000000000003747
160;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:18:14.000;PRUEBA3;318;78;36;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,02;2021111220318PRUEBA34,02;20211112207836;202111122036;0x0000000000003748
161;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:18:18.000;PRUEBA3;319;78;36;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,4;2021111220319PRUEBA34,40;20211112207836;202111122036;0x0000000000003749
162;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:18:21.000;PRUEBA3;320;78;36;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,21;2021111220320PRUEBA34,21;20211112207836;202111122036;0x000000000000374A
163;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:18:23.000;PRUEBA3;321;78;36;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,37;2021111220321PRUEBA34,37;20211112207836;202111122036;0x000000000000374B
164;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:18:47.000;PRUEBA3;322;79;37;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,97;2021111220322PRUEBA33,97;20211112207937;202111122037;0x000000000000374C
165;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:18:51.000;PRUEBA3;323;79;37;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,86;2021111220323PRUEBA33,86;20211112207937;202111122037;0x000000000000374D
166;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:18:54.000;PRUEBA3;324;79;37;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,69;2021111220324PRUEBA33,69;20211112207937;202111122037;0x000000000000374E
167;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:18:57.000;PRUEBA3;325;79;37;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,88;2021111220325PRUEBA33,88;20211112207937;202111122037;0x000000000000374F
168;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:19:10.000;PRUEBA3;326;80;37;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,66;2021111220326PRUEBA33,66;20211112208037;202111122037;0x0000000000003750
169;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:19:13.000;PRUEBA3;327;80;37;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,96;2021111220327PRUEBA33,96;20211112208037;202111122037;0x0000000000003751
170;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:19:16.000;PRUEBA3;328;80;37;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,86;2021111220328PRUEBA33,86;20211112208037;202111122037;0x0000000000003752
171;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:19:19.000;PRUEBA3;329;80;37;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,94;2021111220329PRUEBA33,94;20211112208037;202111122037;0x0000000000003753
172;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:26:39.000;PRUEBA4;330;81;38;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,34;2021111220330PRUEBA44,34;20211112208138;202111122038;0x0000000000003754
173;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:26:42.000;PRUEBA4;331;81;38;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,26;2021111220331PRUEBA44,26;20211112208138;202111122038;0x0000000000003755
174;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:26:45.000;PRUEBA4;332;81;38;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,02;2021111220332PRUEBA44,02;20211112208138;202111122038;0x0000000000003756
175;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:26:48.000;PRUEBA4;333;81;38;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,14;2021111220333PRUEBA44,14;20211112208138;202111122038;0x0000000000003757
176;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:27:08.000;PRUEBA4;334;82;38;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,83;2021111220334PRUEBA43,83;20211112208238;202111122038;0x0000000000003758
177;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:27:12.000;PRUEBA4;335;82;38;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,11;2021111220335PRUEBA44,11;20211112208238;202111122038;0x0000000000003759
178;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:27:15.000;PRUEBA4;336;82;38;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;3,8;2021111220336PRUEBA43,80;20211112208238;202111122038;0x000000000000375A
179;1;1;1;2021-12-11 00:00:00.000;1900-01-01 12:27:18.000;PRUEBA4;337;82;38;2021-12-11 00:00:00.000;2022-10-02 00:00:00.000;0;4,12;2021111220337PRUEBA44,12;20211112208238;202111122038;0x000000000000375B
